Document name;L0;L1;L2;Department;Subcategory;Target name; Target L0; Target L1; Target L2;Document type;Target type
PRO-18251;Manufacturing;Quality Assurance;Deviation Reports;OPS;PRO;RD-93528;Research and Development (R&D);Project Documentation;Study Protocols;PRO;RD
PRO-19594;Manufacturing;Quality Assurance;Deviation Reports;OPS;PRO;PRO-42087;Research and Development (R&D);Project Documentation;Study Protocols;PRO;PRO
PRO-39876;Manufacturing;Quality Assurance;Deviation Reports;OPS;PRO;PRO-64009;Research and Development (R&D);Project Documentation;Study Protocols;PRO;PRO
PRO-42086;Manufacturing;Quality Assurance;Deviation Reports;R&D;PRO;RD-01657;Research and Development (R&D);Project Documentation;Study Protocols;PRO;RD
PRO-73841;Manufacturing;Quality Assurance;Deviation Reports;OPS;PRO;PRO-03030;Research and Development (R&D);Project Documentation;Study Protocols;PRO;PRO
PRO-73841;Manufacturing;Quality Assurance;Deviation Reports;OPS;PRO;PRO-21974;Research and Development (R&D);Project Documentation;Study Protocols;PRO;PRO
PRO-75586;Manufacturing;Quality Assurance;Deviation Reports;OPS;PRO;PRO-03030;Research and Development (R&D);Project Documentation;Study Protocols;PRO;PRO
PRO-83262;Manufacturing;Quality Assurance;Deviation Reports;OPS;PRO;PRO-34223;Research and Development (R&D);Project Documentation;Study Protocols;PRO;PRO
PRO-89948;Manufacturing;Quality Assurance;Deviation Reports;R&D;PRO;PRO-68907;Research and Development (R&D);Project Documentation;Study Protocols;PRO;PRO
RD-19895;Manufacturing;Quality Assurance;Deviation Reports;OPS;RD;RD-21087;Research and Development (R&D);Project Documentation;Study Protocols;RD;RD
RD-32459;Manufacturing;Quality Assurance;Deviation Reports;R&D;RD;PRO-73771;Research and Development (R&D);Project Documentation;Study Protocols;RD;PRO
RD-32459;Manufacturing;Quality Assurance;Deviation Reports;R&D;RD;RD-21087;Research and Development (R&D);Project Documentation;Study Protocols;RD;RD
RD-52902;Manufacturing;Quality Assurance;Deviation Reports;R&D;RD;PRO-34352;Research and Development (R&D);Project Documentation;Study Protocols;RD;PRO
INS-54548;Manufacturing;Quality Assurance;Deviation Reports;R&D;INS;PRO-20078;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;INS;PRO
INS-75337;Manufacturing;Quality Assurance;Deviation Reports;OPS;INS;PRO-01537;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;INS;PRO
PRO-07083;Manufacturing;Quality Assurance;Deviation Reports;R&D;PRO;PRO-44250;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;PRO
PRO-16335;Manufacturing;Quality Assurance;Deviation Reports;OPS;PRO;PRO-10128;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;PRO
PRO-18251;Manufacturing;Quality Assurance;Deviation Reports;OPS;PRO;PRO-75650;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;PRO
PRO-18251;Manufacturing;Quality Assurance;Deviation Reports;OPS;PRO;RUL-47969;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;RUL
PRO-24781;Manufacturing;Quality Assurance;Deviation Reports;R&D;PRO;PRO-74533;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;PRO
PRO-30227;Manufacturing;Quality Assurance;Deviation Reports;OPS;PRO;RUL-65816;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;RUL
PRO-42086;Manufacturing;Quality Assurance;Deviation Reports;R&D;PRO;PRO-47225;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;PRO
PRO-43222;Manufacturing;Quality Assurance;Deviation Reports;OPS;PRO;RUL-78282;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;RUL
PRO-69494;Manufacturing;Quality Assurance;Deviation Reports;R&D;PRO;PRO-35197;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;PRO
PRO-70565;Manufacturing;Quality Assurance;Deviation Reports;R&D;PRO;PRO-35710;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;PRO
PRO-84179;Manufacturing;Quality Assurance;Deviation Reports;OPS;PRO;PRO-36820;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;PRO
PRO-89948;Manufacturing;Quality Assurance;Deviation Reports;R&D;PRO;RUL-65816;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;PRO;RUL
RD-19895;Manufacturing;Quality Assurance;Deviation Reports;OPS;RD;PRO-14725;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;RD;PRO
RD-52902;Manufacturing;Quality Assurance;Deviation Reports;R&D;RD;PRO-10128;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;RD;PRO
RD-52902;Manufacturing;Quality Assurance;Deviation Reports;R&D;RD;PRO-60312;Health, Safety, and Environment (HSE);Environmental Compliance;Waste Management Records;RD;PRO
PRO-07083;Manufacturing;Quality Assurance;Deviation Reports;R&D;PRO;STND-67159;Health, Safety, and Environment (HSE);Safety Protocols;Workplace Safety Guidelines;PRO;STND
PRO-19594;Manufacturing;Quality Assurance;Deviation Reports;OPS;PRO;RD-48593;Health, Safety, and Environment (HSE);Safety Protocols;Workplace Safety Guidelines;PRO;RD
PRO-38528;Manufacturing;Quality Assurance;Deviation Reports;OPS;PRO;INS-98648;Health, Safety, and Environment (HSE);Safety Protocols;Workplace Safety Guidelines;PRO;INS
PRO-43222;Manufacturing;Quality Assurance;Deviation Reports;OPS;PRO;INS-85793;Health, Safety, and Environment (HSE);Safety Protocols;Workplace Safety Guidelines;PRO;INS
PRO-63190;Manufacturing;Quality Assurance;Deviation Reports;R&D;PRO;RD-53053;Health, Safety, and Environment (HSE);Safety Protocols;Workplace Safety Guidelines;PRO;RD
PRO-85972;Manufacturing;Quality Assurance;Deviation Reports;OPS;PRO;STND-48656;Health, Safety, and Environment (HSE);Safety Protocols;Workplace Safety Guidelines;PRO;STND
PRO-89948;Manufacturing;Quality Assurance;Deviation Reports;R&D;PRO;INS-61682;Health, Safety, and Environment (HSE);Safety Protocols;Workplace Safety Guidelines;PRO;INS
INS-47625;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;INS;INS-66000;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;INS;INS
INS-47625;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;INS;RD-65843;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;INS;RD
INS-65403;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;INS;RD-80669;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;INS;RD
INS-93871;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;INS;RD-57470;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;INS;RD
PRO-26091;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;PRO;RD-12953;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;PRO;RD
RD-02881;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;RD;PRO-69857;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;RD;PRO
RD-55376;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;RD;INS-27660;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;RD;INS
RD-62244;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;INS-73694;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;RD;INS
RD-62244;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;RD-79186;Health, Safety, and Environment (HSE);Incident Reports;Accident Reports;RD;RD
INS-65403;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;INS;PRO-50610;Research and Development (R&D);Clinical Trials;Adverse Event Reports;INS;PRO
RD-18298;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;RD-42460;Research and Development (R&D);Clinical Trials;Adverse Event Reports;RD;RD
RD-70637;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;RD-90696;Research and Development (R&D);Clinical Trials;Adverse Event Reports;RD;RD
INS-47625;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;INS;INS-46571;Research and Development (R&D);Laboratory Records;Analytical Reports;INS;INS
INS-65403;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;INS;PRO-57557;Research and Development (R&D);Laboratory Records;Analytical Reports;INS;PRO
INS-93871;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;INS;INS-04475;Research and Development (R&D);Laboratory Records;Analytical Reports;INS;INS
PRO-26091;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;PRO;RD-17989;Research and Development (R&D);Laboratory Records;Analytical Reports;PRO;RD
PRO-47955;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;PRO;INS-19167;Research and Development (R&D);Laboratory Records;Analytical Reports;PRO;INS
PRO-47955;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;PRO;RD-77271;Research and Development (R&D);Laboratory Records;Analytical Reports;PRO;RD
PRO-67236;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;PRO;INS-34415;Research and Development (R&D);Laboratory Records;Analytical Reports;PRO;INS
PRO-82218;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;PRO;RD-55955;Research and Development (R&D);Laboratory Records;Analytical Reports;PRO;RD
PRO-82218;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;PRO;STND-07154;Research and Development (R&D);Laboratory Records;Analytical Reports;PRO;STND
RD-63307;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;STND-15324;Research and Development (R&D);Laboratory Records;Analytical Reports;RD;STND
RD-75776;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;RD;PRO-10547;Research and Development (R&D);Laboratory Records;Analytical Reports;RD;PRO
RD-84933;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;STND-67948;Research and Development (R&D);Laboratory Records;Analytical Reports;RD;STND
PRO-07708;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;PRO;PRO-54675;Manufacturing;Batch Records;Batch Packaging Records (BPRs);PRO;PRO
PRO-82218;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;PRO;PRO-84515;Manufacturing;Batch Records;Batch Packaging Records (BPRs);PRO;PRO
RD-62244;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;PRO-71124;Manufacturing;Batch Records;Batch Packaging Records (BPRs);RD;PRO
RD-63307;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;PRO-91647;Manufacturing;Batch Records;Batch Packaging Records (BPRs);RD;PRO
RD-75776;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;RD;PRO-42495;Manufacturing;Batch Records;Batch Packaging Records (BPRs);RD;PRO
RD-84933;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;PRO-95794;Manufacturing;Batch Records;Batch Packaging Records (BPRs);RD;PRO
RD-97116;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;RD;PRO-28685;Manufacturing;Batch Records;Batch Packaging Records (BPRs);RD;PRO
PRO-47955;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;PRO;PRO-32429;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);PRO;PRO
RD-55376;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;RD;PRO-65997;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);RD;PRO
RD-63307;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;PRO-01478;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);RD;PRO
RD-75776;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;RD;PRO-54702;Research and Development (R&D);Regulatory Submissions;Biologics License Applications (BLA);RD;PRO
INS-46568;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;INS;RD-12648;Quality Control (QC);Compliance Documents;Calibration Logs;INS;RD
INS-93871;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;INS;PRO-84283;Quality Control (QC);Compliance Documents;Calibration Logs;INS;PRO
PRO-26091;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;PRO;PRO-92192;Quality Control (QC);Compliance Documents;Calibration Logs;PRO;PRO
PRO-79941;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;PRO;PRO-43419;Quality Control (QC);Compliance Documents;Calibration Logs;PRO;PRO
RD-70637;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;PRO-82448;Quality Control (QC);Compliance Documents;Calibration Logs;RD;PRO
RD-75776;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;RD;PRO-58809;Quality Control (QC);Compliance Documents;Calibration Logs;RD;PRO
INS-68432;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;INS;INS-76651;Quality Control (QC);QC Reports;Certificate of Analysis (COA);INS;INS
PRO-26091;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;PRO;PRO-64883;Quality Control (QC);QC Reports;Certificate of Analysis (COA);PRO;PRO
PRO-79941;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;PRO;PRO-96537;Quality Control (QC);QC Reports;Certificate of Analysis (COA);PRO;PRO
INS-46568;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;INS;PRO-84795;Manufacturing;Quality Assurance;Deviation Reports;INS;PRO
INS-47625;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;INS;PRO-16335;Manufacturing;Quality Assurance;Deviation Reports;INS;PRO
INS-65403;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;INS;RD-17730;Manufacturing;Quality Assurance;Deviation Reports;INS;RD
INS-68432;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;INS;PRO-19594;Manufacturing;Quality Assurance;Deviation Reports;INS;PRO
INS-89173;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;INS;PRO-82914;Manufacturing;Quality Assurance;Deviation Reports;INS;PRO
INS-93871;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;INS;PRO-49397;Manufacturing;Quality Assurance;Deviation Reports;INS;PRO
PRO-82218;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;PRO;PRO-96246;Manufacturing;Quality Assurance;Deviation Reports;PRO;PRO
PRO-82218;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;PRO;RD-19895;Manufacturing;Quality Assurance;Deviation Reports;PRO;RD
RD-02881;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;RD;PRO-38528;Manufacturing;Quality Assurance;Deviation Reports;RD;PRO
RD-18298;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;INS-41294;Manufacturing;Quality Assurance;Deviation Reports;RD;INS
RD-18298;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;PRO-63190;Manufacturing;Quality Assurance;Deviation Reports;RD;PRO
RD-63307;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;INS-05627;Manufacturing;Quality Assurance;Deviation Reports;RD;INS
RD-63307;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;INS-83952;Manufacturing;Quality Assurance;Deviation Reports;RD;INS
RD-70637;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;RD-52902;Manufacturing;Quality Assurance;Deviation Reports;RD;RD
RD-28382;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;PRO-29226;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;RD;PRO
RD-63307;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;RD-87597;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;RD;RD
RD-84933;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;RD;RD-55376;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;RD;RD
INS-46568;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;INS;PRO-36699;Health, Safety, and Environment (HSE);Environmental Compliance;Environmental Impact Assessments;INS;PRO
INS-46568;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;INS;PRO-92907;Health, Safety, and Environment (HSE);Environmental Compliance;Environmental Impact Assessments;INS;PRO
INS-47625;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;OPS;INS;PRO-52972;Health, Safety, and Environment (HSE);Environmental Compliance;Environmental Impact Assessments;INS;PRO
INS-68432;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;INS;PRO-58123;Health, Safety, and Environment (HSE);Environmental Compliance;Environmental Impact Assessments;INS;PRO
PRO-26091;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;PRO;PRO-40412;Health, Safety, and Environment (HSE);Environmental Compliance;Environmental Impact Assessments;PRO;PRO
PRO-67236;Health, Safety, and Environment (HSE);Safety Protocols;Emergency Procedures;R&D;PRO;PRO-96451;Health, Safety, and Environment (HSE);Environmental Compliance;Environmental Impact Assessments;PRO;PRO
